text,target_M6_predict,target_predict_M6_label
", 2022), calibration (Thulasidasan et al., 2019; Zhang et al., 2022a), and adversarial robustness (Pang et al.",2,positive
The mixup regularization has been verified that optimizing f on mixed-up data results in better transformation capability of the network and improves model calibration [37].,2,positive
"MixUp, when benchmarked using calibration metrics, presented CNNs with significant calibration benefits according to various studies [56, 63, 8].",2,positive
"Various studies have shown the advantages of these augmentations for calibration of CNNs using standard calibration-based metrics on general computer vision benchmarks [56, 63, 8, 12, 14].",1,neutral
Previous research [43] suggests that a well-calibrated model should perform well on OoD datasets.,2,positive
"[43] Sunil Thulasidasan, Gopinath Chennupati, Jeff A Bilmes, Tanmoy Bhattacharya, and Sarah Michalak.",0,negative
The evaluation metrics were accuracy and Overconfidence Error (OE) (Thulasidasan et al. 2019).,0,negative
"Follow-up research (Thulasidasan et al. 2019) demonstrated that this simple technique is helpful for calibrating neural networks, particularly because interpolated soft labels reduce overconfidence.",1,neutral
"2018) tried to calibrate the generalization ability of the model by mixing a pair of images and their labels, and subsequent research (Thulasidasan et al. 2019) has shown that the mixup can help alleviate overconfidence.",2,positive
"In addition, mixup variants have been shown to be effective on a variety of tasks, including fairness machine learning (Han et al. 2022b, 2023; Mroueh et al. 2021), domain generalization (Zhou et al. 2020; Yao et al. 2022), confidence calibration (Zhang et al. 2022; Thulasidasan et al. 2019).",2,positive
"Due to the simplicity and effectiveness, mixup-based methods have gained popularity in various data types and tasks (Yun et al. 2019; Kim, Choo, and Song 2020; Kim et al. 2023; Sahoo et al. 2021; Wang et al. 2021; Han et al. 2022a; Verma et al. 2019; Han et al. 2022b, 2023; Zhou et al. 2020; Mroueh et al. 2021; Zhang et al. 2022; Thulasidasan et al. 2019).",2,positive
"…have gained popularity in various data types and tasks (Yun et al. 2019; Kim, Choo, and Song 2020; Kim et al. 2023; Sahoo et al. 2021; Wang et al. 2021; Han et al. 2022a; Verma et al. 2019; Han et al. 2022b, 2023; Zhou et al. 2020; Mroueh et al. 2021; Zhang et al. 2022; Thulasidasan et al. 2019).",2,positive
"Label smoothing (Müller, Kornblith, and Hinton 2019) and mixup (Thulasidasan et al. 2019) are popular approaches in this line.",2,positive
Thulasidasan et al. (Thulasidasan et al. 2019) observed that the combination of label smoothing and mixup training significantly improved calibration.,1,neutral
"(21)
Mixup training (Thulasidasan et al. 2019) is another work in this line of exploration.",2,positive
"Data augmentation is an effective way to alleviate this phenomenon and brings implicit calibration effects (Thulasidasan et al. 2019; Müller, Kornblith, and Hinton 2019).",1,neutral
"Label smoothing (Müller, Kornblith, and Hinton 2019) and mixup (Thulasidasan et al. 2019) are popular approaches in this line.",2,positive
"Data augmentation is an effective way to alleviate this phenomenon and brings implicit calibration effects (Thulasidasan et al. 2019; Müller, Kornblith, and Hinton 2019).",1,neutral
Mixup training (Thulasidasan et al. 2019) is another work in this line of exploration.,2,positive
(Thulasidasan et al. 2019) observed that the combination of label smoothing and mixup training significantly improved calibration.,1,neutral
"Mixup [85, 62] explores the neighbourhood of training data through random interpolation of input images and associated labels to improve model calibration degree.",1,neutral
"OE = M∑ i=1 |Bi| |D| · 1(Ci > Ai) · |Ci −Ai|, (29)
We adapt OE to different binning schemes of ECEEW, ECEEM, ECESWEEP to produce OEEW, OEEM, OESWEEP respectively.",2,positive
"2 [62] Sunil Thulasidasan, Gopinath Chennupati, Jeff A Bilmes, Tanmoy Bhattacharya, and Sarah Michalak.",0,negative
"Evaluation Metrics: We use Equal-Width Expected Calibration Error (ECEEW) [18] and Equal-Width Overconfidence Error (OEEW) [62] with 10 bins (B = 10) to
evaluate the model calibration degrees.",2,positive
"8 presents model calibration degrees, evaluated in terms of Equal-Width Expected Calibration Error (ECEEW) and Equal-Width Over-confidence Error (OEEW) with 100 bins (B = 100), of various static stochastic label perturbation techniques, in which a unique label perturbation probability α is set for all samples throughout the training.",2,positive
"We also compare with model calibration methods include: Temperature Scaling (TS) [18], Brier Loss [4], MMCE [30], Label Smoothing [46], Mixup [62], Focal Loss [45] and AdaFocal [17] implemented on our baseline model.",2,positive
Evaluation Metrics: We use Equal-Width Expected Calibration Error (ECEEW) [18] and Equal-Width Overconfidence Error (OEEW) [62] with 10 bins (B = 10) to evaluate the model calibration degrees.,2,positive
We report model calibration results evaluated in terms of Equal-Width Expected Calibration Error (ECEEW) and Equal-Width Over-confidence Error (OEEW) with 10 bins in Tab.,2,positive
"They either modify loss term during network training [21], use soft labels [47, 36], or scale down the logits after training [10].",1,neutral
"Mixup is similar to label smoothing, where different data-label pairs are mixed to form new data points [36, 47].",1,neutral
"Model-free methods (M. Xu et al., 2023) modify inputs through transformations (Cubuk et al., 2020; Hendrycks et al., 2020), combining datapoints (Mintun et al., 2021; Thulasidasan et al., 2019), or using image-to-image networks (Hendrycks et al., 2021).",1,neutral
"To convert ECE to a calibration score, we normalize it by a maximum error ECEmax and subtract the result from 1.",2,positive
"These techniques have demonstrated performance improvements across various metrics, such as distribution-shift robustness (Hendrycks & Dietterich, 2019; Sagawa et al., 2022; Taori et al., 2020), expected calibration error (ECE) (Thulasidasan et al., 2019), and out-of-distribution detection (Thulasidasan et al., 2019).",2,positive
We use ECEmax = 0.5 as this corresponds with the pathological case of a binary classifier that is correct 50% of the time but always predicts with 100% confidence.,2,positive
"…demonstrated performance improvements across various metrics, such as distribution-shift robustness (Hendrycks & Dietterich, 2019; Sagawa et al., 2022; Taori et al., 2020), expected calibration error (ECE) (Thulasidasan et al., 2019), and out-of-distribution detection (Thulasidasan et al., 2019).",2,positive
"We therefore choose to compute the calibration score by averaging the calibration of the model across the in-distribution and distribution-shifted
datasets, giving
sCAL = 1− 1
(N + 1)ECEmax
[ ECE ID +
N∑ i=1 ECE i
] , (6)
where ECE ID is the expected calibration error on the in-distribution data and ECE i is measured on the ith distribution-shifted dataset.",2,positive
"In this work, since we focus on classification tasks we use ECE .",2,positive
"For example, Guo et al. (2017) explore metrics such as the expected calibration error (ECE ), which is computed by binning the model outputs and averaging the absoluted difference in the accuracy of each bin to the accuracy predicted by an identity function.",1,neutral
"They also discuss the negative log-likelihood, a metric also used by Lakshminarayanan et al. (2017) and Gal and Ghahramani (2016), as it is applicable to regression tasks in addition to classification tasks, though ECE has also been extended to the regression setting (Levi et al., 2022).",1,neutral
